label,Throughput,errors,elapsed,Latency
14:05:52,"27,81290",0.0,21.363636363636363,1.1818181818181819
14:05:53,"5,25210",0.0,41.8,1.2
14:05:54,"14,70588",0.0,68.0,2.0
14:05:55,"15,62500",0.0,64.0,2.0
14:05:56,"40,00000",0.0,25.0,1.0
14:05:58,"28,24134",0.0,31.681818181818183,2.0454545454545454
14:05:59,"5,01505",0.0,50.4,1.8
14:06:00,"15,38462",0.0,65.0,2.0
14:06:01,"15,38462",0.0,65.0,2.0
14:06:02,"28,57143",0.0,35.0,1.0
14:06:04,"27,81290",0.0,23.90909090909091,1.3181818181818181
14:06:05,"5,00000",0.0,47.0,1.6
14:06:06,"29,41176",0.0,34.0,2.0
14:06:07,"13,88889",0.0,72.0,3.0
14:06:08,"14,49275",0.0,69.0,2.0
14:06:10,"28,02548",0.0,18.681818181818183,1.0454545454545454
14:06:11,"5,22466",0.0,42.0,1.4
14:06:12,"20,40816",0.0,49.0,2.0
14:06:13,"18,51852",0.0,54.0,2.0
14:06:14,"34,48276",0.0,29.0,1.0
14:06:16,"27,77778",0.0,28.454545454545453,1.6363636363636365
14:06:17,"4,99002",0.0,45.6,1.6
14:06:18,"28,57143",0.0,35.0,1.0
14:06:19,"13,69863",0.0,73.0,3.0
14:06:20,"13,88889",0.0,72.0,2.0
14:06:22,"28,24134",0.0,21.318181818181817,1.0
14:06:23,"5,21921",0.0,42.6,1.8
14:06:24,"16,94915",0.0,59.0,2.0
14:06:25,"40,00000",0.0,25.0,1.0
14:06:26,"17,24138",0.0,58.0,2.0
14:06:28,"27,95426",0.0,31.954545454545453,1.9545454545454546
14:06:29,"5,00501",0.0,47.0,1.8
14:06:30,"18,51852",0.0,54.0,3.0
14:06:31,"19,60784",0.0,51.0,1.0
14:06:32,"50,00000",0.0,20.0,1.0
14:06:34,"27,88340",0.0,20.59090909090909,1.0454545454545454
14:06:35,"5,04032",0.0,46.6,1.6
14:06:36,"38,46154",0.0,26.0,1.0
14:06:37,"20,00000",0.0,50.0,2.0
14:06:38,"13,88889",0.0,72.0,2.0
14:06:40,"27,95426",0.0,20.318181818181817,0.6818181818181818
14:06:41,"5,20291",0.0,48.8,1.6
14:06:42,"15,62500",0.0,64.0,3.0
14:06:43,"31,25000",0.0,32.0,1.0
14:06:44,"31,25000",0.0,32.0,1.0
14:06:46,"27,74275",0.0,25.545454545454547,1.2272727272727273
14:06:47,"5,15464",0.0,41.6,1.4
14:06:48,"25,64103",0.0,39.0,1.0
14:06:49,"16,39344",0.0,61.0,3.0
14:06:50,"18,18182",0.0,55.0,1.0
14:06:52,"27,70781",0.0,22.045454545454547,1.4090909090909092
14:06:53,"5,20833",0.0,38.0,1.2
14:06:54,"25,64103",0.0,39.0,2.0
14:06:55,"37,03704",0.0,27.0,1.0
14:06:56,"17,24138",0.0,58.0,2.0
14:06:58,"28,20513",0.0,23.40909090909091,1.0909090909090908
14:06:59,"5,13347",0.0,42.2,1.4
14:07:00,"15,62500",0.0,64.0,2.0
14:07:01,"14,08451",0.0,71.0,3.0
14:07:02,"35,71429",0.0,28.0,1.0
14:07:04,"27,63819",0.0,27.181818181818183,1.4545454545454546
14:07:05,"5,09165",0.0,43.8,1.8
14:07:06,"38,46154",0.0,26.0,1.0
14:07:07,"18,51852",0.0,54.0,2.0
14:07:08,"15,62500",0.0,64.0,2.0
14:07:09,"61,53846",0.0,132.8125,10.8125
14:15:42,"6,77254",0.0,1790.8275862068965,1689.9310344827586
14:15:43,"2,05038",0.0,1908.7142857142858,1829.142857142857
14:15:45,"83,33333",0.0,12.0,0.0
14:15:47,"22,22222",0.0,56.5,2.5
14:15:48,"32,55814",0.0,22.61904761904762,0.8571428571428571
14:15:49,"11,09057",0.0,19.833333333333332,1.0
14:15:51,"34,48276",0.0,29.0,2.0
14:15:53,"37,03704",0.0,28.0,1.5
14:15:54,"32,55814",0.0,22.047619047619047,0.9523809523809523
14:15:55,"11,15242",0.0,23.333333333333332,0.8333333333333334
14:15:57,"23,80952",0.0,42.0,2.0
14:15:59,"25,97403",0.0,61.0,2.5
14:16:00,"32,55814",0.0,25.476190476190474,1.3333333333333333
14:16:01,"10,52632",0.0,28.166666666666668,1.1666666666666667
14:16:03,"25,00000",0.0,40.0,1.0
14:16:05,"36,36364",0.0,28.0,2.0
14:16:06,"32,45750",0.0,23.0,0.7619047619047619
14:16:07,"10,94891",0.0,27.5,1.0
14:16:09,"34,48276",0.0,29.0,1.0
14:16:11,"20,83333",0.0,76.0,2.5
14:16:12,"32,01220",0.0,23.952380952380953,1.2857142857142858
14:16:13,"10,63830",0.0,27.5,0.8333333333333334
14:16:15,"13,69863",0.0,73.0,3.0
14:16:17,"22,22222",0.0,75.0,2.5
14:16:18,"32,45750",0.0,25.523809523809526,1.0952380952380953
14:16:19,"10,27397",0.0,31.666666666666668,1.1666666666666667
14:16:21,"15,38462",0.0,65.0,2.0
14:16:23,"20,83333",0.0,75.5,3.0
14:16:24,"32,15926",0.0,20.571428571428573,0.9047619047619048
14:16:25,"11,25704",0.0,22.5,0.6666666666666666
14:16:27,"13,69863",0.0,73.0,3.0
14:16:29,"22,47191",0.0,67.0,2.5
14:16:30,"31,29657",0.0,37.333333333333336,1.9523809523809523
14:16:31,"10,71429",0.0,31.5,1.1666666666666667
14:16:33,"14,49275",0.0,69.0,2.0
14:16:35,"35,08772",0.0,34.5,2.0
14:16:36,"32,20859",0.0,21.80952380952381,1.0476190476190477
